Date,Open,High,Low,Close,Adj Close,Volume
2019-07-30,15.5267,16.224,15.4787,14.6413,16.1507,121635000
2019-07-31,16.2,16.4453,15.7767,14.376,16.1073,137673000
2019-08-01,16.1767,16.3007,15.4513,14.6627,15.59,123892000
2019-08-02,15.4233,15.7513,15.282,15.122,15.6227,92047500
2019-08-05,15.3067,15.4247,15.052,15.0573,15.2213,105424000
2019-08-06,15.4587,15.5,15.05,14.722,15.3833,83463000
2019-08-07,15.1,15.5713,15.0533,14.81,15.5613,71647500
2019-08-08,15.63,15.9867,15.51,14.0933,15.8867,79114500
2019-08-09,15.7367,15.9307,15.5873,14.3333,15.6673,58473000
2019-08-12,15.5327,15.718,15.25,14.272,15.2673,69958500
2019-08-13,15.254,15.7333,15.17,14.3727,15.6667,72721500
2019-08-14,15.414,15.4333,14.446,14.7807,14.6413,143439000
2019-08-15,14.724,14.7707,14.1033,15.0407,14.376,122394000
2019-08-16,14.444,14.816,14.4013,15.0007,14.6627,76477500
2019-08-19,14.9473,15.1887,14.78,14.712,15.122,79644000
2019-08-20,15.1747,15.2727,14.9693,15.3053,15.0573,61878000
2019-08-21,14.8007,14.8813,14.5067,15.1633,14.722,116914000
2019-08-22,14.8533,15.0267,14.548,15.4527,14.81,98385000
2019-08-23,14.6647,14.7447,14.0667,15.7027,14.0933,128079000
2019-08-26,14.24,14.3347,14.1027,16.4733,14.3333,75778500
2019-08-27,14.3827,14.5867,14.1353,16.3913,14.272,81243000
2019-08-28,14.246,14.4833,14.154,16.3467,14.3727,48382500
2019-08-29,14.6,14.8933,14.5333,16.1873,14.7807,77692500
2019-08-30,15.2767,15.496,14.9473,16.3193,15.0407,139809000
2019-09-03,14.9387,15.2633,14.8773,16.2327,15.0007,80311500
2019-09-04,15.126,15.2307,14.614,16.44,14.712,86415000
2019-09-05,14.8333,15.32,14.7233,16.0413,15.3053,110930000
2019-09-06,15.1467,15.3093,15.0113,16.082,15.1633,62841000
2019-09-09,15.3333,15.584,15.282,14.8807,15.4527,72040500
2019-09-10,15.3867,15.7027,15.2627,15.2467,15.7027,73255500
2019-09-11,15.8253,16.5447,15.7333,16.1707,16.4733,150642000
2019-09-12,16.5133,16.9,16.2933,16.142,16.3913,128718000
2019-09-13,16.464,16.5633,16.3247,16.058,16.3467,79696500
2019-09-16,16.4,16.4953,16.078,16.3127,16.1873,70921500
2019-09-17,16.1647,16.3733,16.0247,16.2087,16.3193,57981000
2019-09-18,16.3333,16.5447,16.158,15.5353,16.2327,62553000
2019-09-19,16.4,16.5293,16.3227,15.4287,16.44,71937000
2019-09-20,16.4327,16.4633,15.8773,15.848,16.0413,95295000
2019-09-23,16,16.3453,15.948,16.0033,16.082,65103000
2019-09-24,16.1013,16.1327,14.8407,16.302,14.8807,193372000
2019-09-25,14.9707,15.2653,14.5573,16.316,15.2467,141406000
2019-09-26,15.3773,16.2207,15.16,16.526,16.1707,178268000
